displacement,horsepower,weight,cylinders,modelYear,drivetrain,transmission,mpg
4.6,472,3818,12,2016,0,2,17.8
2.5,216,2461,6,1971,1,0,36.4
2.5,254,2379,6,1985,0,1,36
1.9,185,2835,4,2011,1,0,45.3
1.1,161,2475,3,2013,3,0,49.9
3.6,310,3541,8,2022,0,0,30.8
1.9,200,2383,4,2019,1,0,46
3,251,2842,8,1996,2,1,32
3.6,338,3425,8,1987,1,0,24
2.6,210,3208,6,2006,1,1,36.3
1.5,145,2273,4,2014,0,2,52.3
3.6,314,2725,8,1977,3,0,26.5
2.7,225,2832,6,2008,1,0,40.3
1.5,133,2185,4,1973,3,0,41.8
3.5,332,3117,8,2008,2,1,29.6
4.1,356,3525,10,2020,1,2,25.1
1.6,171,2803,4,1974,0,1,39.4
1.3,85,1995,3,2008,0,1,56
1.5,116,2549,4,2024,0,1,51.5
4,336,3695,10,2024,2,1,25.4
3.3,292,3142,8,2019,1,1,35
1.6,99,2249,3,2006,1,0,52.7
1.1,125,2029,3,1994,2,2,51.3
4.4,364,3187,10,2024,0,2,29.9
3.6,316,3011,8,2005,1,0,29.4
3.3,320,3298,8,2014,2,2,31.8
1.4,122,2330,4,1986,3,2,46.8
1.6,163,2669,4,2003,3,0,43
1.6,145,2712,4,2021,1,0,48.4
1.9,114,2837,4,1983,3,2,40.2
2,195,2837,4,2014,3,2,43.9
1.4,134,2791,3,1979,2,2,43.1
1.7,122,2206,4,2003,0,0,48.5
1.9,162,2722,4,2006,3,2,45.5
3,308,3032,8,1995,3,1,30.5
2.3,218,2810,6,2011,3,1,40.2
4.1,380,3814,10,1980,0,2,18.1
5.1,394,3596,12,1987,3,0,13.9
1.7,156,3077,4,1983,3,0,40.2
2.4,244,3083,6,1979,0,0,33
1.6,133,2219,3,2004,2,1,49.6
1.6,131,2925,4,2015,2,2,46.6
5.1,404,3823,12,1978,3,1,9.7
4.3,374,3394,10,2024,1,2,25.7
3.3,284,3192,8,2003,0,1,31.9
3.6,281,2684,8,1983,3,2,29.3
2.4,262,2655,6,2012,1,2,39.5
1.3,186,2724,4,2002,1,0,45
3.3,303,3169,8,1999,3,2,30.5
3.7,389,3666,10,1993,2,0,20.5
4.8,475,3405,12,1985,1,2,11.2
1.9,183,3142,4,1984,3,0,37.2
2.9,187,2958,6,1982,3,0,32.9
2.6,236,2440,6,1991,2,2,38
1.7,199,2616,4,1982,1,0,38.4
1.4,127,2799,3,1981,1,0,42.8
4.9,423,3924,12,2002,1,1,13.3
1.3,146,2249,4,1987,2,0,43.9
2.2,193,3008,6,1994,3,0,37.8
1,79,2295,3,1997,3,1,50.8
1.9,116,2773,4,2009,1,1,48.9
2.1,183,2589,6,1996,2,1,40.4
1.5,180,2053,4,1996,3,0,46.1
1.7,140,3000,4,1994,1,0,40.7
4.9,429,3278,12,2009,0,2,20.5
3.6,283,3431,8,2020,3,0,30.5
3.1,255,3024,8,1996,0,0,31.5
4,384,3641,10,2003,3,0,19.1
1.7,167,3062,4,1994,1,2,41.8
2.3,259,2618,6,1987,0,0,34.7
2.4,256,3217,6,1985,1,2,33
1.6,154,2634,4,1991,2,2,43.4
5.1,430,3858,12,2021,1,1,19.1
5.2,408,3926,12,2004,2,2,13.8
4.9,463,3717,12,2019,1,2,18.3
5.1,459,3203,12,1995,3,2,16.4
1.3,143,2439,4,2001,3,2,48.2
1.4,134,2230,4,2024,3,0,51.8
1.8,141,2659,4,1974,1,2,41.8
1.6,197,2999,4,1988,2,2,38.5
1.3,127,2794,3,1974,3,1,40.7
1.5,146,2630,4,2006,2,0,46.6
1.6,194,2554,4,1997,0,0,45.2
3.7,386,2903,10,1987,1,2,24.5
3.2,307,2691,8,1989,0,1,30.7
1.7,179,2475,4,1973,2,2,41.7
2.8,232,2729,6,1977,2,1,33.9
2.2,250,3176,6,1990,2,0,32.5
1.5,161,2760,4,1985,0,0,41.2
1.3,170,2520,4,2007,1,0,46.8
2,131,3129,4,2008,2,2,43
2.6,221,2428,6,1995,0,2,38.3
1.9,168,2725,4,2011,3,2,44.2
1,94,2695,3,1989,3,1,47.1
2.3,265,3262,6,1977,3,1,28.2
1.3,107,2970,3,1996,2,2,46.2
2,124,2880,4,2010,2,2,46.5
4.1,343,3381,10,2006,1,2,24
1.6,141,2961,4,1970,3,1,38.6
3,323,3041,8,2023,0,2,34.9
2,111,2870,4,1998,1,0,44.2
1.3,158,2943,4,1999,3,2,44.6
1,86,2068,3,1983,1,0,48.2
4.8,422,3196,12,2016,0,2,21.6
1.8,198,2592,4,1991,1,2,40.5
2,162,3106,4,1991,0,1,38.8
4.4,336,3142,10,2015,1,0,25.5
1.3,87,2385,3,1996,0,2,51.6
3.5,273,3463,8,2015,3,2,32.7
2.9,227,2639,6,1981,2,1,33.1
1.9,160,2320,4,2013,0,2,48
1.6,118,2374,3,1992,1,0,46.8
3.4,317,3215,8,1971,0,0,22.4
2.7,254,2469,6,2005,1,2,41.1
2.7,265,2672,6,1990,2,2,35
4.2,329,3791,10,1972,2,0,17.4
2,150,3170,4,2010,2,1,44.5
2.9,228,3116,6,2007,3,0,34.4
1.3,124,2380,3,2016,2,1,53.1
1.8,116,2835,4,2014,1,2,48.2
4.9,390,3846,12,2013,2,0,18.2
2.3,266,2575,6,2022,1,2,42.6
3.2,303,2955,8,1996,0,1,30.1
1.2,111,2040,3,2014,2,2,53.1
2.9,336,3121,8,1976,1,2,24.2
1.6,94,2294,3,2019,2,1,54.3
4.4,388,3351,10,1973,1,2,15.4
1.4,190,2400,4,1975,3,2,41.4
3.3,255,3494,8,2003,2,1,29.4
1.4,171,2085,4,1983,0,2,46.1
1.8,172,3126,4,1976,3,2,37
4,347,3743,10,1992,1,1,20.8
1.6,175,2631,4,2014,2,2,45.5
1.7,191,2254,4,2017,1,0,49.1
3.2,340,2719,8,2005,2,2,30.2
3.5,328,2690,8,2016,3,1,33.7
2.1,173,2446,4,2007,1,1,46.5
1.5,152,2133,4,1970,0,1,42.5
1.5,151,2085,4,1988,0,0,48.2
1.6,195,2393,4,2013,2,1,47.2
4.7,400,3913,12,2022,2,1,17.9
3.1,329,3336,8,2024,1,1,33.7
4.3,341,3770,10,1975,3,2,17.6
1.9,184,2356,4,2004,3,2,46.7
4.3,326,2922,10,2020,1,0,29.8
4.9,408,3821,12,2012,3,0,16.7
2.1,193,3013,4,1988,2,1,39.7
4.6,448,3054,12,1995,3,0,15.4
1.5,127,2498,4,1998,3,2,45.7
4.1,398,3298,10,2016,3,0,24.9
5.2,418,3685,12,2020,2,0,19.5
1.6,158,3070,4,2016,0,2,45.8
4.5,395,3026,12,1994,1,0,17.8
1.7,131,2503,4,2000,0,0,47.6
3.6,255,2977,8,1971,1,0,26.8
2.2,209,2878,6,1970,2,1,34.6
3.4,311,2966,8,1978,1,0,24.5
3.8,322,3074,10,2010,2,2,30
3.1,318,3520,8,2008,0,1,29.5
1.3,163,2438,3,1988,1,0,44.3
1.4,84,2054,3,1990,2,2,51.3
4.2,357,3452,10,2007,0,2,22.6
1.4,108,2773,3,1972,1,2,42.3
3.4,253,2946,8,1984,3,0,29.2
3.9,383,2808,10,1976,3,2,19.4
2.2,217,2785,6,2012,0,0,40
2.2,215,3144,6,1975,3,0,31.3
2,142,2778,4,1990,0,2,41.4
3.9,351,3646,10,1981,3,1,17.8
3.4,266,2864,8,2016,2,2,34.5
1.4,123,2644,4,1971,3,0,39.9
4.9,479,3326,12,2018,1,1,19.5
3.4,320,3033,8,2010,3,2,30.5
1.9,179,2771,4,2000,0,0,42.9
4.9,462,3170,12,2021,0,0,20.6
2.6,215,2431,6,2008,2,2,40.2
2.8,265,2478,6,2002,0,0,39.6
2.8,188,3234,6,1984,3,1,31.7
4.5,364,2967,10,1973,3,1,18.5
2.5,244,3056,6,2006,2,2,35.7
3.1,298,2745,8,1988,2,0,30.2
2.7,227,2606,6,1981,3,1,34.7
1.5,156,2805,4,2005,0,2,47.6
2,183,2964,4,2016,3,0,41.9
1.5,158,2447,4,2001,2,2,44.9
1,91,2702,3,2024,2,2,53.1
1.3,180,2619,4,1991,2,1,44.4
2.4,263,2563,6,2007,3,0,39.6
1.9,120,3144,4,1999,2,2,42.6
4.8,465,3057,12,2005,2,1,18.2
2.6,194,2860,6,2006,0,2,39.7
1.3,115,2306,3,1978,2,2,47.8
2.1,149,2493,4,1976,2,1,40
2.9,225,2718,6,2024,3,0,41.6
2,171,2247,4,2015,1,1,50
4.1,379,3209,10,2017,2,0,25.5
5,460,3746,12,2010,3,0,15.8
1.2,129,2798,3,2018,2,1,51.8
1.8,129,2496,4,1971,2,1,40
2.3,181,2590,6,2003,0,0,40.9
3.9,398,3116,10,2008,1,1,24.6
2.7,229,3291,6,1972,3,1,30.2
4.5,348,3547,10,2007,2,2,24
2.6,237,2936,6,1988,0,1,36.1
3.7,324,3222,8,2014,2,0,30.8
4.3,339,3584,10,2022,3,2,26.6
3.3,318,3157,8,1998,3,0,26.8
4,410,3408,10,1989,0,0,20
1.9,161,3149,4,1990,2,2,38.6
1.7,129,2548,3,1996,1,0,46
4,383,3006,10,2003,2,1,24.8
3.2,330,3420,8,2017,3,1,29.8
2,165,3031,4,1997,3,0,41.2
4.2,332,2919,10,1998,0,1,27
2.6,183,3345,6,2005,1,2,37
2.5,249,2597,6,1974,0,0,33.5
3,291,3112,8,2020,3,2,34.9
2.8,220,2917,6,1988,1,0,35
2.7,265,3048,6,1984,2,1,30.8
1.3,195,2686,4,1997,2,2,43.9
3.7,339,2953,8,2011,2,2,29.4
3.1,294,3469,8,2010,3,0,28.3
1.4,178,2140,4,2000,3,2,48.1
4.2,375,2988,10,1983,2,1,19.9
1.9,165,2649,4,1971,0,1,39.7
1.5,191,2253,4,1995,3,2,46.3
2.8,215,3159,6,1973,2,0,29.3
1.8,144,2665,4,1981,3,0,41.2
3.5,266,3015,8,1988,3,0,28.6
3.2,299,2939,8,1996,1,1,30.6
1.6,120,2356,3,1976,3,1,43.4
1.5,195,3015,4,2023,2,0,44.5
4.9,466,3679,12,1990,2,1,11.3
1.4,154,2128,4,2003,3,0,47.6
2.1,145,2965,4,1978,3,0,37.5
3.2,323,3019,8,1985,1,2,26.2
3.5,294,2936,8,1994,2,2,30.1
1.5,157,2665,4,2024,1,1,49
4.8,398,3405,12,2017,2,2,20.2
1.3,146,2609,4,1980,3,1,42.3
3,297,2527,8,1994,1,0,34.1
2.4,198,2600,6,1991,3,1,39.8
2.3,234,2918,6,2022,3,2,41.1
3.4,305,2644,8,2021,1,0,34.8
3.5,311,2734,8,2016,3,0,33.6
2,185,2832,4,1976,1,1,38.6
1.7,91,2999,3,2023,3,0,49.2
5.2,448,3244,12,1975,2,2,11.3
1.8,140,2396,4,1973,1,2,41.8
3.3,252,2863,8,1974,0,2,27.9
3.5,331,3521,8,2015,1,2,27.7
2.7,264,3384,6,2021,0,2,36.7
4.5,405,3515,10,1975,0,2,14.4
2.2,235,2897,6,1987,0,0,33.9
1.5,159,2621,3,2007,1,1,48.9
2.7,234,3199,6,2024,3,2,38.3
3.9,332,2986,10,1997,1,0,24.8
2,137,2699,4,2022,2,1,48
2.4,214,2896,6,1971,1,0,33.9
1.7,140,2827,4,2022,0,0,50.2
1.9,200,2269,4,2023,1,2,49.2
1.7,156,2183,4,1999,0,0,48.8
3.1,259,2857,8,2024,2,0,37.5
3.2,330,2599,8,2015,2,0,32.3
1.5,190,2871,4,1991,0,2,42.2
1.9,140,2935,4,1997,3,1,41.1
1.7,146,2911,3,2004,1,0,46.8
3.7,328,3069,10,2015,3,1,30.1
5,466,3734,12,2004,3,1,12
1.6,193,2646,4,1985,0,0,41.6
3.1,252,3516,8,2021,2,1,34.1
1.5,118,2062,4,2011,2,0,51.6
3.1,253,2741,8,1987,2,1,30.9
1.8,115,2642,4,2006,2,1,46.3
5.1,438,3359,12,2010,0,2,18.7
3.6,265,2914,8,2021,3,0,34.4
2,195,2948,4,1988,2,2,39.7
2.1,223,2689,6,1974,1,1,33.1
2,181,2283,4,1972,0,2,41.6
1.9,123,2601,4,1971,3,1,40
1.7,177,2984,4,2013,0,1,44.9
1.3,114,2332,4,1976,2,1,45.6
1.5,199,2895,4,2018,0,1,47.3
1.5,157,2298,4,1994,3,0,45.1
1.7,152,2421,4,1991,0,0,46.4
1.3,186,2710,4,1994,3,0,43.1
2.6,265,2813,6,2012,1,2,39.7
3.7,327,2874,8,1974,0,2,25.7
2.3,234,2306,6,1995,0,1,39.2
1.7,122,2343,4,2005,2,1,48.1
2,180,2362,4,1997,1,0,44.8
3.5,262,2858,8,2020,3,1,37.1
1.9,142,3062,4,2010,3,1,43.9
4.8,480,3502,12,1982,3,1,9
3.7,305,2888,8,1972,0,1,24
5.1,391,3737,12,2012,1,0,19.6
2.4,191,3044,6,1988,3,0,34.7
2.8,207,3350,6,2006,3,2,37.6
1.8,136,2478,4,1994,1,0,45.7
2.3,260,2776,6,1994,1,0,34.5
1.5,140,2099,3,2022,2,2,53.6
2.4,243,3039,6,1996,1,0,36
3.4,328,2805,8,2003,0,0,30
3.9,358,3573,10,1980,1,0,18.3
2.9,208,2729,6,2024,0,0,44.1
1.3,142,2715,4,1996,1,2,44.6
1.1,80,2740,3,1989,1,0,46.7
3.9,341,3626,10,2013,0,2,24.3
2,167,2838,4,1997,3,0,39.6
3.6,333,3578,8,1983,3,0,19.7
1.5,145,2282,4,2012,0,2,50.9
1.6,147,2743,4,2018,0,0,47.2
3.5,299,3581,8,2003,1,0,28.5
2.3,211,3180,6,1977,2,2,32.5
4.5,381,3770,10,1991,0,1,18.9
3.6,286,2962,8,2011,0,1,31.7
5,407,3144,12,2006,3,0,19.7
4.5,383,3523,10,1979,0,0,17.6
1.4,177,2784,4,1995,3,0,40.8
3.1,320,2882,8,1980,2,0,27.7
1.6,135,2749,4,1997,1,2,47
4.5,463,3066,12,1978,1,0,12.5
1.6,124,2474,4,2001,1,2,47.6
3.4,291,2873,8,2003,1,2,32
1.7,173,2799,4,1986,3,1,38.8
3.5,272,3270,8,1990,1,0,28.6
4.8,464,4037,12,1993,2,1,9
3.8,407,3451,10,2004,0,0,22.7
2,158,2383,4,2018,2,1,47.8
1.4,94,2187,3,2018,3,2,55.3
4.8,449,3338,12,1972,2,0,11.8
2,198,3054,4,1981,3,0,35.9
2.2,211,2814,6,1976,3,0,32.3
2.7,220,3275,6,1999,0,2,34.1
5,475,3738,12,1982,2,0,9
3.1,328,2792,8,2023,3,1,35.4
1.5,173,2687,4,2000,0,0,43.3
2.8,193,2637,6,2000,1,1,40.9
1.4,128,2489,4,2018,2,1,51.8
3.2,269,2583,8,1980,3,1,29.6
1.5,190,2450,4,2014,3,0,47.8
2.7,262,3109,6,1986,2,1,33
1.5,141,2809,4,2005,2,2,46.3
2,197,2978,4,1975,2,2,35.5
2.1,147,2631,4,1978,3,2,39.7
2,177,2646,4,1993,3,0,40.1
1.4,138,2924,4,2017,1,2,47.6
3,307,3296,8,2004,0,2,31.2
3.6,276,3124,8,1999,3,2,29.5
3.2,267,3393,8,1997,0,2,29.6
3.8,357,3151,10,2014,3,2,26.3
1.4,192,2413,4,1995,0,0,43
4.6,469,3657,12,2016,3,0,14.7
1.9,120,3086,4,1984,1,2,42.8
1.5,169,2882,4,1984,3,0,38.2
5.1,470,3768,12,1983,0,0,9
1.4,188,2973,4,1995,1,2,40.8
3.3,332,3285,8,2003,3,1,28.8
1.5,156,2237,4,2020,1,0,49.9
1.7,143,2729,4,1978,3,1,41.8
2.1,202,2851,6,1982,3,0,36.2
1.3,176,2976,4,2009,1,2,46
1.6,150,2924,4,2014,1,2,45.7
1.5,141,2542,3,2007,3,0,46.8
2.3,188,3198,6,1995,0,2,38.7
2.4,214,2763,6,2024,1,0,42.4
1.8,181,3081,4,1975,1,2,38.7
1.4,141,2166,3,2024,0,0,53.6
2,195,2617,4,1989,1,2,40.9
3.3,321,2911,8,2006,3,2,31.4
1.5,130,3016,4,2004,3,2,46.3
1.4,90,2216,3,2001,3,1,51
3.2,264,2725,8,2021,2,2,39.2
4.8,478,3634,12,2003,1,1,13.4
2.2,267,2527,6,1997,2,2,36.4
3,318,3381,8,1973,1,0,22.5
1.8,200,2247,4,2019,1,2,48.6
4.9,401,3569,12,1987,1,0,15.7
1.3,120,2339,4,1997,2,0,47
1.7,117,2900,4,2012,1,0,46.8
1.9,188,2796,4,2024,1,2,48.9
2.7,219,2865,6,2009,3,1,38.8
1.6,163,2236,4,1979,1,1,43
3.5,274,3515,8,2019,2,2,32.3
1,107,2391,3,1995,0,0,49.6
3.4,267,3504,8,2019,0,2,32.7
4,348,2985,10,1984,2,0,20.9
1.3,187,2720,4,1989,3,0,41.2
4.5,449,2975,12,1992,0,1,16.3
3.9,378,3026,10,1973,3,1,17.4
5.2,413,3529,12,1971,3,0,10.9
3.4,286,3090,8,1987,3,0,27
1.7,147,2716,4,2017,0,2,48.6
4.6,426,3560,12,2013,1,0,18.3
3,334,2907,8,1979,1,2,27
3.1,252,3400,8,1994,2,0,29.1
2,194,3117,4,1989,3,0,35.9
1.2,147,2958,3,1996,1,0,45.9
2.7,212,3400,6,1975,2,0,30.6
3,258,3024,8,2012,3,0,35.6
1.5,161,2601,4,1971,3,2,38.6
1.6,122,2525,4,1977,1,0,43.7
2.1,126,2471,4,1984,2,1,44.3
3.3,268,3007,8,2010,2,0,31.5
1,165,2080,3,2012,0,1,51.3
2,174,2630,4,2015,0,2,47
1.4,164,2803,4,2023,2,2,49.9
1.7,175,2734,4,1989,2,1,40.2
1.2,153,2340,3,1986,1,2,45.6
3.4,294,2714,8,1984,0,0,27.7
4.1,383,3018,10,1983,0,2,21.4
1.9,169,2646,4,1977,3,0,40.3
1.7,147,2233,4,2007,3,0,48.4
1.5,191,2599,4,1970,3,2,38
1.5,141,2342,4,1997,3,1,46.7
1.2,122,2029,3,2005,3,0,52.7
1.3,112,2642,4,2020,0,1,53.3
3.4,262,3142,8,2024,0,1,36.6
2.6,194,2954,6,1987,0,1,34.5
1.4,81,2043,3,1991,0,2,52
1.3,149,2298,4,1984,2,2,43.7
2.2,269,3060,6,2014,1,1,37
2.8,193,3343,6,1981,2,2,32.5
1.7,198,2194,4,2011,3,1,45.5
2.8,255,2553,6,2018,1,0,40.4
4.6,446,3028,12,2021,3,2,20.9
1.6,112,2950,4,1977,3,0,41.4
1.6,184,3025,4,2020,2,1,45.9
1.6,177,2091,4,1974,1,1,42.3
1.8,143,2441,4,1973,3,1,42
1.9,199,2245,4,1970,3,2,37.9
1.7,159,3047,4,2000,0,1,43.4
2.2,214,2608,6,1992,1,1,38.6
5.3,476,3544,12,2023,1,2,19.2
1.7,88,2333,3,1997,0,1,51.8
1.7,173,2306,4,1993,2,0,45
1.5,121,2555,4,1971,1,1,42.4
1.5,144,2552,3,1992,0,2,47.6
2,179,2562,4,2012,1,0,47.3
1.5,130,2691,4,2013,3,0,48.9
3.7,378,3008,10,2016,1,2,26.5
1.8,124,2811,4,1998,1,2,45.7
1.8,146,2754,4,1995,1,0,42.4
2.4,224,2860,6,2020,2,1,42.2
3.9,390,3561,10,2003,2,0,20.1
4.1,326,3127,10,1980,3,1,22.4
1.9,179,2971,4,2018,3,0,43.4
2,139,2474,4,1979,0,2,44
3.1,259,2597,8,1978,2,2,31.6
3.9,407,3465,10,1989,2,0,19.4
2.9,320,2481,8,1985,0,2,32.5
1.5,188,2460,4,1982,0,0,40.2
1.9,169,2186,4,2002,0,2,49.2
2.4,187,2618,6,1983,3,1,37.6
4.4,322,3652,10,1990,3,1,20.4
4.5,429,3083,12,1981,3,2,13.8
1.6,112,2283,4,2011,2,1,51
3.2,320,3077,8,1994,3,0,28.9
3.2,289,3525,8,1999,3,2,27
2.2,262,3191,6,2020,0,1,39
1.8,190,2795,4,1988,1,0,39.4
1.6,186,2519,4,1990,2,2,43.8
1.6,172,2433,4,1976,1,1,40.3
2.3,214,2310,6,1972,1,1,37.7
3.1,325,3175,8,1975,2,1,24.7
4,389,3647,10,2000,2,2,20.2
1.6,199,2972,4,2019,3,1,45.3
2.5,198,3150,6,1997,3,2,35.2
2.9,324,3222,8,2007,0,1,31.1
1.9,164,2342,4,1998,2,2,47.4
3.6,302,3335,8,1974,1,2,22.4
3,304,3459,8,1986,2,1,25.1
1.4,127,2135,4,1981,1,0,44.5
1.3,177,2501,4,2006,2,1,45.4
1.8,162,2360,4,2015,1,1,50.6
2.1,224,2428,6,2001,2,2,39.5
1.4,187,3017,4,1984,3,0,39
1,133,2161,3,1993,1,2,50.5
3.5,305,3418,8,1986,3,0,25.4
1.5,165,2467,3,2011,3,0,48.4
5.3,460,3645,12,2018,0,0,17
1.8,180,3026,4,1971,0,0,35.1
5.1,477,3735,12,1990,0,1,11.8
1.6,194,2244,4,1992,3,2,43.5
1.3,120,2739,4,1996,0,1,45.8
2.2,227,2643,6,2021,2,1,41.5
3.1,291,2668,8,2011,0,2,36.6
2,159,2354,4,1983,0,0,43.8
4.9,435,3601,12,1973,0,1,11.3
3.3,254,2750,8,2019,2,2,37.2
1.9,130,2385,4,1982,3,2,45
2.9,245,3382,6,1993,3,2,30.3
1.6,197,2632,4,2009,2,0,44.6
3.6,250,3100,8,1974,0,1,27.1
1.9,151,2597,4,1974,2,0,38.9
3.3,326,2644,8,2010,2,1,32.7
1.2,76,2103,3,1975,1,2,47.5
1.4,188,2777,4,2023,1,2,49.8
2,140,2683,4,2023,0,0,49.2
2.2,195,2948,6,1991,3,0,37.9
3.3,293,3586,8,1986,3,0,23.4
2.1,123,2332,4,1978,2,2,43
1.4,130,2430,4,1999,1,1,47.3
1.9,114,2963,4,1994,0,0,43.9
1.2,85,2565,3,1978,0,2,46.7
1.3,100,2119,3,2002,1,2,52.4
2.2,207,3015,6,1993,1,2,39.1
1.6,138,2117,3,1981,3,1,45.1
4.3,400,3407,10,1981,1,1,15.9
2.6,218,2467,6,2015,0,0,42.6
1.9,191,3168,4,2000,3,1,39.3
3.9,359,3450,10,2013,3,0,22.5
5.2,426,3843,12,1993,3,2,11.5
2.8,250,3105,6,1996,0,0,33.1
3.3,312,2865,8,1998,3,0,27.8
1.7,173,2183,4,1970,2,2,42.3
4,329,3645,10,2011,2,0,24.1
3.5,281,2752,8,1998,2,1,32.3
1.6,133,3068,4,2007,1,2,44.8
5.2,465,3731,12,2019,1,0,16.4
2.7,190,2593,6,1980,1,1,35.2
2.7,249,2736,6,2003,3,1,38.4
3.3,309,3115,8,1993,1,1,29.9
5.2,469,3310,12,1994,3,2,13.2
3.2,262,3199,8,1986,1,2,29.6
1.4,130,2453,3,2004,0,2,48.5
3.1,304,2910,8,1976,2,2,27.9
3,315,3209,8,1973,0,0,25.8
5.2,430,3572,12,1990,3,0,13.5
2.2,186,2903,6,1993,3,2,38.7
1.4,167,2938,4,2016,0,0,45.9
2.8,257,2677,6,1985,0,2,33.1
1.9,198,2665,4,1981,1,0,39.7
1.3,151,2064,4,2013,1,0,51.7
1.3,179,2506,4,2007,3,2,48
1.5,165,2546,4,1998,1,0,46.7
1.6,154,2568,4,2023,0,1,51.7
1.8,155,2713,4,2015,1,2,47.1
4.2,403,3179,10,1985,2,1,19.8
3.2,291,2965,8,2005,2,2,33.1
1.5,145,2804,3,1999,2,0,44.5
1.4,111,2735,4,1998,2,1,46.1
1.2,144,2925,3,2019,2,0,48.8
2,133,2479,4,2005,1,2,46.8
2.4,193,2428,6,2004,3,2,40.3
1.5,118,2481,4,1986,3,1,43
1.6,174,3058,4,2023,3,2,45
1.9,181,2521,4,1992,3,0,42.1
5.2,455,4061,12,1980,2,0,9
1.4,125,2152,3,1993,2,0,47.4
1.5,161,2106,3,1997,3,1,49.6
3.5,280,3216,8,2022,2,2,32.2
1.3,193,2638,4,1974,3,2,38.2
3.6,314,3472,8,1974,3,0,19.9
1.9,128,2237,4,2012,0,2,51.5
2.5,236,3149,6,1980,0,1,33
1.4,187,2137,4,1986,3,1,44.4
2.2,216,2859,6,1976,1,1,32.6
2.3,202,2916,6,1972,2,0,32.9
1.6,116,2250,4,1992,2,1,47.6
1.9,180,2914,4,1989,0,0,41.6
2.3,244,2329,6,2003,3,0,39.8
2.8,191,2710,6,1978,3,2,36.6
1,85,2375,3,2017,0,1,54.3
2.9,281,2693,8,2010,3,2,35.2
3.6,318,2750,8,2002,2,1,31
4.6,416,3677,12,1975,3,1,11.4
4.7,406,3202,12,1983,2,0,14.9
3.5,263,2981,8,1987,0,2,30.3
2,119,2457,4,2011,3,2,48.7
1.7,190,2380,4,1999,2,1,43.3
1.9,193,2178,4,2022,2,2,48.2
1.3,152,2076,4,2016,1,1,50.9
2.9,321,3029,8,1970,1,0,23.3
2.9,238,2763,6,2018,3,1,39.9
2.8,183,2865,6,1998,1,0,39.3
1,97,2576,3,1986,2,1,45.9
2,171,2390,4,2011,3,1,46.3
4,385,3363,10,1977,0,2,17
4.6,434,3129,12,1983,2,2,14.4
3.4,324,3572,8,2017,0,0,28.7
1.3,122,2315,4,1987,3,0,47
3.5,295,2779,8,1995,3,0,28.3
2.9,303,2537,8,1976,0,1,29.8
1.3,81,2270,3,2000,1,0,51.7
1.6,148,2721,4,1990,1,0,42.4
1.8,112,2861,4,1985,3,1,42.5
1.1,84,2668,3,1990,0,0,47.7
1.7,125,2872,4,2022,2,1,48.2
3.6,319,3142,8,1987,2,0,25.1
1.3,139,2631,4,1973,1,2,42.5
5,472,3726,12,2021,2,1,16.7
2.3,269,2639,6,1976,0,2,34.2
3.1,270,3117,8,2009,3,1,31
2.4,261,2752,6,2004,2,2,36.8
1.4,188,2144,4,1977,3,2,43
1.9,127,3036,4,1999,1,0,42.8
2,184,2404,4,2014,3,1,45.9
3.5,307,3203,8,2023,2,0,31
3.5,311,3175,8,2010,2,2,32.1
2.1,167,3022,4,1975,1,0,37
1.9,187,2424,4,1985,0,2,41.8
3.4,252,3410,8,1988,2,2,29.5
2.8,237,2640,6,2012,2,1,38.2
5.2,451,3828,12,2004,1,1,13.5
1.7,126,2815,4,1973,1,2,39.9
2.3,217,2452,6,1985,3,0,35.4
1.5,131,2958,4,2012,3,0,46.1
2.9,325,2710,8,1972,1,2,25.4
2.9,194,3352,6,1998,3,1,35.1
4.6,409,3013,12,1973,1,2,16.8
3.3,340,3577,8,1975,0,1,22
1.6,196,2596,4,2014,3,0,44.8
3,265,2571,8,1990,0,0,34.5
1.5,148,2305,3,2002,1,1,49.2
2,125,2469,4,1977,3,2,41.6
1.3,199,2246,4,1985,1,0,44.9
2,154,2299,4,1980,1,2,44.1
1.3,118,2979,4,1973,3,0,40.4
2.9,186,3303,6,2023,1,0,40.8
2.2,217,3059,6,2012,2,0,37.5
1.6,113,2688,3,1982,1,2,44.7
3.7,318,3152,8,2009,3,1,29.9
4.8,472,3138,12,1976,2,2,12.6
3.5,293,3582,8,2020,2,1,30.6
3.4,300,2623,8,2013,2,0,34.6
1.9,160,2374,4,1990,0,1,43.3
2,197,2480,4,1971,3,0,37.2
3,334,2645,8,2022,2,1,34.7
1.5,176,2429,4,2016,3,0,47.3
2.5,200,2828,6,1990,3,0,35.5
2.6,223,2751,6,1992,2,0,34.9
3.4,251,3023,8,2017,3,1,34.6
3.5,267,3459,8,1972,3,0,24.5
1.3,107,2144,3,1974,2,1,45.9
3.6,254,3627,8,1996,2,1,26.3
1.8,116,2804,4,1980,3,0,39.5
1.6,120,2438,4,2023,2,0,51.3
2.9,203,2642,6,2005,1,2,41.7
4.8,469,3760,12,1996,3,1,10.3
4.6,479,3524,12,1979,1,0,9.1
3.6,303,2861,8,2011,3,2,31.7
3.6,292,3257,8,1996,3,0,28
3.6,306,3150,8,2017,0,2,32.5
3.6,294,2947,8,2002,2,0,29
2,170,2535,4,2014,1,2,49.3
5.3,395,3512,12,1997,1,1,14.9
1.6,162,2200,4,2005,1,2,50
